model,scenario,category,netzero_co2_year,cum_co2_2020_2024_gt,cum_co2e_2020_2024_gt,ratio_2020_2024
COFFEE 1.1,EN_NPi2020_1200,C4,,182.02,251.263,1.3804
COFFEE 1.1,EN_NPi2020_400_lowBECCS,C3,,147.789,215.201,1.4561
COFFEE 1.1,EN_NPi2020_400f_lowBECCS,C3,2059.3,170.88,238.269,1.3944
COFFEE 1.1,EN_NPi2020_500,C3,,159.183,226.125,1.4205
COFFEE 1.1,EN_NPi2020_600,C3,,165.157,234.018,1.4169
COFFEE 1.1,EN_NPi2020_600f,C4,2065.7,180.544,249.759,1.3834
COFFEE 1.1,EN_NPi2020_700,C3,,167.876,236.765,1.4104
COFFEE 1.1,EN_NPi2020_700f,C4,2067.2,181.583,250.807,1.3812
COFFEE 1.1,EN_NPi2020_800,C3,,171.692,240.606,1.4014
COFFEE 1.1,EN_NPi2020_800f,C4,2068.8,182.253,251.497,1.3799
COFFEE 1.1,EN_NPi2020_900,C3,,175.937,245.002,1.3926
COFFEE 1.1,EN_NPi2020_900f,C4,2070.7,184.414,253.724,1.3758
EPPA 6,2CNow_Gradual,C4,,194.57,256.963,1.3207
EPPA 6,Paris1.5C_OptTax,C3,,206.965,277.666,1.3416
EPPA 6,Paris2C_Gradual,C4,,206.215,276.914,1.3428
EPPA 6,Paris2C_OptTax,C4,,206.215,276.914,1.3428
GCAM 5.2,"NGFS1_Immediate 2C with CDR (Orderly, Rep)",C4,2057.8,183.481,251.896,1.3729
GCAM 5.3,NGFS2_Delayed Transition,C4,2056.3,211.547,294.841,1.3937
GCAM 5.3,R_MAC_35_n0,C3,2035.0,164.167,225.194,1.3717
GCAM 5.3,R_MAC_40_n0,C3,2040.0,172.212,233.82,1.3577
GCAM 5.3,R_MAC_45_n0,C3,2045.0,177.039,239.056,1.3503
GCAM 5.3,R_MAC_50_n0,C3,2050.0,180.257,242.568,1.3457
GCAM 5.3,R_MAC_55_n0,C3,2055.0,182.556,245.082,1.3425
GCAM 5.3,R_MAC_60_n0,C3,2060.0,184.28,246.973,1.3402
GCAM 5.3,R_MAC_65_n0,C3,2065.0,185.62,248.445,1.3385
GCAM 5.3,R_MAC_65_n8,C3,2057.3,183.398,246.006,1.3414
GCAM 5.3,R_MAC_70_n0,C4,2070.0,186.693,249.625,1.3371
GCAM 5.3,R_MAC_70_n8,C3,2061.4,184.693,247.426,1.3397
GCAM 5.3,R_MAC_75_n0,C4,2075.0,187.571,250.591,1.336
GCAM 5.3,R_MAC_75_n8,C3,2065.6,185.752,248.591,1.3383
GCAM 5.3,R_MAC_80_n0,C4,2080.0,188.302,251.397,1.3351
GCAM 5.3,R_MAC_80_n8,C4,2069.7,186.636,249.562,1.3372
GCAM 5.3,R_MAC_85_n8,C4,2073.8,187.382,250.384,1.3362
GCAM 5.3,R_MAC_90_n8,C4,2078.0,188.023,251.089,1.3354
GCAM 5.3,R_MAC_95_n8,C4,2082.1,188.578,251.7,1.3347
GCAM 5.3,SSP_SSP2,C3,2053.1,178.469,239.723,1.3432
GCAM 5.3,SSP_SSP5,C3,2053.1,178.508,240.119,1.3451
GEM-E3_V2021,EN_INDCi2030_1000,C3,2070.0,210.597,282.768,1.3427
GEM-E3_V2021,EN_INDCi2030_1000_COV,C3,2070.0,200.889,268.314,1.3356
GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,2075.0,198.085,264.928,1.3374
GEM-E3_V2021,EN_INDCi2030_1000_NDCp,C3,,208.992,280.668,1.343
GEM-E3_V2021,EN_INDCi2030_1000f,C4,2071.1,210.597,282.768,1.3427
GEM-E3_V2021,EN_INDCi2030_1000f_COV,C3,2072.0,200.889,268.314,1.3356
GEM-E3_V2021,EN_INDCi2030_1000f_COV_NDCp,C3,2072.4,198.085,264.928,1.3374
GEM-E3_V2021,EN_INDCi2030_1000f_NDCp,C4,2071.0,208.992,280.668,1.343
GEM-E3_V2021,EN_INDCi2030_1400,C4,2095.0,210.597,282.768,1.3427
GEM-E3_V2021,EN_INDCi2030_1400f,C4,2090.5,210.597,282.768,1.3427
GEM-E3_V2021,EN_INDCi2030_800,C3,2055.8,210.597,282.768,1.3427
GEM-E3_V2021,EN_NPi2020_1000,C3,2075.0,200.906,270.833,1.3481
GEM-E3_V2021,EN_NPi2020_1000_COV,C3,2075.0,190.978,256.457,1.3429
GEM-E3_V2021,EN_NPi2020_1000f,C4,2072.8,201.916,272.057,1.3474
GEM-E3_V2021,EN_NPi2020_1000f_COV,C3,2073.9,192.205,257.915,1.3419
GEM-E3_V2021,EN_NPi2020_1400f,C4,2091.7,204.867,275.397,1.3443
GEM-E3_V2021,EN_NPi2020_800,C3,2065.0,194.806,263.369,1.352
GEM-E3_V2021,EN_NPi2020_800f,C3,2067.4,200.555,270.184,1.3472
IMAGE 3.0,CO_2Deg2020,C3,2077.1,197.09,266.87,1.3541
IMAGE 3.0,CO_2Deg2030,C3,2069.0,206.31,280.051,1.3574
IMAGE 3.0,CO_Bridge,C3,2060.0,198.87,268.319,1.3492
IMAGE 3.0,EN_INDCi2030_1000,C4,2098.3,207.498,280.981,1.3541
IMAGE 3.0,EN_INDCi2030_1000f,C4,2068.0,207.65,281.077,1.3536
IMAGE 3.0,EN_INDCi2030_1200,C4,2089.0,207.458,279.309,1.3463
IMAGE 3.0,EN_INDCi2030_1200f,C4,2075.3,207.569,275.486,1.3272
IMAGE 3.0,EN_INDCi2030_1400f,C4,2083.2,207.569,275.486,1.3272
IMAGE 3.0,EN_INDCi2030_800f,C3,2064.2,207.518,281.573,1.3569
IMAGE 3.0,EN_NPi2020_1000,C3,2090.8,207.275,278.739,1.3448
IMAGE 3.0,EN_NPi2020_1000f,C3,2078.0,205.444,272.515,1.3265
IMAGE 3.0,EN_NPi2020_1200,C4,2089.9,209.614,281.897,1.3448
IMAGE 3.0,EN_NPi2020_1200f,C4,2084.1,206.216,273.443,1.326
IMAGE 3.0,EN_NPi2020_1400,C4,2095.4,210.005,282.746,1.3464
IMAGE 3.0,EN_NPi2020_1400f,C4,2087.4,207.422,274.886,1.3252
IMAGE 3.0,EN_NPi2020_600f,C3,2058.8,205.425,276.809,1.3475
IMAGE 3.0,EN_NPi2020_800,C3,2087.2,205.129,276.316,1.347
IMAGE 3.0,EN_NPi2020_800f,C3,2069.6,205.484,276.848,1.3473
IMAGE 3.0.1,CD-LINKS_INDC2030i_1600,C4,2095.3,200.952,272.851,1.3578
IMAGE 3.0.1,CD-LINKS_NDC2030i_1000,C3,2068.8,198.969,271.384,1.3639
IMAGE 3.0.1,CD-LINKS_NPi2020_1000,C3,2072.8,191.43,261.042,1.3636
IMAGE 3.0.1,CD-LINKS_NPi2020_1600,C4,2091.3,195.272,265.631,1.3603
IMAGE 3.0.1,EMF30_ClimPolicy,C3,2079.1,176.357,228.105,1.2934
IMAGE 3.0.1,EMF30_ClimPolicy+SLCF,C3,2079.8,176.387,228.116,1.2933
IMAGE 3.0.1,EMF30_Slower-to-faster,C4,2072.6,197.011,262.241,1.3311
IMAGE 3.0.1,EMF30_Slower-to-faster+SLCF,C3,2073.3,197.04,249.307,1.2653
IMAGE 3.0.1,EMF30_Slower-to-faster+SLCF+HFC,C3,2073.7,197.023,249.289,1.2653
IMAGE 3.0.1,SSP1-26,C3,2076.2,186.375,245.045,1.3148
IMAGE 3.0.1,SSP2-26,C3,2068.6,185.074,248.518,1.3428
IMAGE 3.0.1,SSP4-26,C3,2069.5,174.361,238.533,1.368
IMAGE 3.0.2,EMF33_Med2C_nobeccs,C4,,194.126,255.223,1.3147
IMAGE 3.0.2,EMF33_Med2C_nofuel,C4,,198.327,259.873,1.3103
IMAGE 3.0.2,EMF33_Med2C_none,C4,,195.589,256.821,1.3131
IMAGE 3.0.2,EMF33_WB2C_cost100,C3,2086.8,191.732,252.566,1.3173
IMAGE 3.0.2,EMF33_WB2C_full,C3,2087.1,191.535,252.36,1.3176
IMAGE 3.0.2,EMF33_WB2C_limbio,C3,,190.39,250.644,1.3165
IMAGE 3.0.2,EMF33_WB2C_nobeccs,C3,,189.395,249.959,1.3198
IMAGE 3.0.2,EMF33_WB2C_nofuel,C3,2085.0,192.723,253.671,1.3163
IMAGE 3.0.2,EMF33_tax_hi_full,C4,2089.0,208.428,279.109,1.3391
IMAGE 3.2,SSP1_SPA1_26I_D,C3,2072.0,201.711,273.638,1.3566
IMAGE 3.2,SSP1_SPA1_26I_LI,C3,2082.2,198.273,269.2,1.3577
IMAGE 3.2,SSP1_SPA1_26I_LIRE,C3,2074.2,200.413,271.641,1.3554
IMAGE 3.2,SSP1_SPA1_26I_RE,C3,2072.3,198.847,270.157,1.3586
IMAGE 3.2,SSP2_SPA0_26I_D,C3,2066.4,202.323,272.881,1.3487
IMAGE 3.2,SSP2_SPA2_26I_D,C3,2068.1,200.818,273.369,1.3613
IMAGE 3.2,SSP2_SPA2_26I_LI,C3,2077.0,197.145,268.901,1.364
IMAGE 3.2,SSP2_SPA2_26I_LIRE,C3,2074.4,196.436,267.921,1.3639
IMAGE 3.2,SSP2_SPA2_26I_RE,C3,2071.2,198.261,270.57,1.3647
MERGE-ETL 6.0,DAC2_66,C4,2074.7,217.431,289.419,1.3311
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_cost100,C4,2078.4,195.706,256.991,1.3132
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_full,C4,2078.3,196.282,257.59,1.3123
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_limbio,C4,2084.2,193.47,254.405,1.315
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nobeccs,C3,,189.966,250.574,1.319
