model,scenario,category,netzero_co2_year,cum_co2_gt,cum_co2e_gt,ratio
IMAGE 3.0,EN_NPi2020_1400f,C4,2087.4,1347.8,1990.3,1.4767
IMAGE 3.0,EN_NPi2020_600f,C3,2058.8,713.45,1107.63,1.5525
IMAGE 3.0,EN_NPi2020_800,C3,2087.2,746.25,1362.99,1.8264
IMAGE 3.0,EN_NPi2020_800f,C3,2069.6,873.4,1362.36,1.5598
IMAGE 3.0.1,CD-LINKS_INDC2030i_1600,C4,2095.3,1208.24,1916.0,1.5858
IMAGE 3.0.1,CD-LINKS_NDC2030i_1000,C3,2068.8,913.91,1410.06,1.5429
IMAGE 3.0.1,CD-LINKS_NPi2020_1000,C3,2072.8,848.91,1347.14,1.5869
IMAGE 3.0.1,CD-LINKS_NPi2020_1600,C4,2091.3,1176.62,1835.75,1.5602
IMAGE 3.0.1,EMF30_ClimPolicy,C3,2079.1,878.01,1371.12,1.5616
IMAGE 3.0.1,EMF30_ClimPolicy+SLCF,C3,2079.8,884.15,1378.54,1.5592
IMAGE 3.0.1,EMF30_Slower-to-faster,C4,2072.6,962.1,1466.4,1.5242
IMAGE 3.0.1,EMF30_Slower-to-faster+SLCF,C3,2073.3,967.18,1406.65,1.4544
IMAGE 3.0.1,EMF30_Slower-to-faster+SLCF+HFC,C3,2073.7,967.37,1413.88,1.4616
IMAGE 3.0.1,SSP1-26,C3,2076.2,1112.06,1566.32,1.4085
IMAGE 3.0.1,SSP2-26,C3,2068.6,806.5,1255.11,1.5562
IMAGE 3.0.1,SSP4-26,C3,2069.5,700.82,1165.14,1.6625
IMAGE 3.0.2,EMF33_WB2C_cost100,C3,2086.8,977.01,1566.16,1.603
IMAGE 3.0.2,EMF33_WB2C_full,C3,2087.1,998.2,1588.35,1.5912
IMAGE 3.0.2,EMF33_WB2C_nofuel,C3,2085.0,967.65,1540.39,1.5919
IMAGE 3.0.2,EMF33_tax_hi_full,C4,2089.0,1307.52,1955.46,1.4955
